Brand,Model,Price,Kms_driven,Fuel_type,Transmission,Ownership,Rating,State
2015 Tata Bolt,XMS REVOTRON,₹2.05 lakh,49.33k km,Petrol,Manual,2nd owner,Verified Owner,Jagatdal Kolkata
2022 Maruti Baleno,SIGMA PETROL 1.2,₹5.20 lakh,61.15k km,Petrol,Manual,1st owner,Verified Owner,Chavaj Bharuch Gujarat
2012 Chevrolet Beat,LT DIESEL,₹0.79 lakh,88.93k km,Diesel,Manual,2nd owner,Verified Owner,Permat Kanpur Uttar Pradesh
2019 Ford Ecosport,,₹5.14 lakh,43.38k km,Petrol,Manual,1st owner,Verified Owner,Hasan Khan Mewati Nagar Alwar Rajasthan
2021 Maruti Swift,VXI,₹5.31 lakh,65.20k km,Petrol,Manual,1st owner,Verified Owner,D S Developers Jodhpur Ayodhiya Raj Ratanada Jodhpur
2020 Hyundai GRAND I10 NIOS,,₹5.50 lakh,14.51k km,Petrol,Manual,1st owner,Verified Owner,Cardoz Waddo Taleigao
2014 Maruti Swift Dzire,ZDI,₹2.96 lakh,1.3L km,Diesel,Manual,3rd owner,Verified Owner,Sector 19 Gurugram
2020 Tata ALTROZ,XZ DIESEL,₹5.85 lakh,24.87k km,Diesel,Manual,2nd owner,CARS24 Assured,"Atal Path, Patna"
2020 Maruti Alto,LXI,₹3.37 lakh,41.60k km,Petrol,Manual,1st owner,Verified Owner,Main Bazar Patiala Punjab
2010 Maruti Ritz,VXI,₹1.00 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Vijay Nagar Bhiwani Haryana
2012 Maruti Ritz,VDI,₹2.10 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Datta Nagar Beed
2022 KIA SELTOS,HTK PLUS 1.5 IMT,₹10.77 lakh,17.36k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2011 Maruti Wagon R 1.0,VXI,₹1.55 lakh,1.5L km,Petrol,Manual,3rd owner,Verified Owner,Sardar Patel Nagar Palanpur Gujarat
2017 Tata TIGOR,XT PETROL,₹3.10 lakh,2.1L km,Petrol,Manual,1st owner,Verified Owner,Ognaj Ahmedabad
2014 Maruti Swift Dzire,ZXI,₹3.95 lakh,42.96k km,Petrol,Manual,1st owner,CARS24 Assured,"Upperpally, Attapur, Hyderabad"
2012 Hyundai Eon,ERA +,₹1.10 lakh,93.23k km,Petrol,Manual,3rd owner,Verified Owner,Khalapar Muzaffarnagar
2014 Hyundai i10,MAGNA 1.1,₹2.30 lakh,68.36k km,Petrol,Manual,3rd owner,Verified Owner,Sawe Wadi Latur
2019 Renault TRIBER,RXT,₹3.97 lakh,1.5L km,Petrol,Manual,1st owner,Verified Owner,Changurabhata Raipur Chhattisgarh
2011 Maruti Swift Dzire,VXI,₹1.13 lakh,1.0L km,Petrol,Manual,1st owner,Verified Owner,Prabhat Nagar Mathura Uttar Pradesh
2013 Maruti Swift Dzire,VDI,₹2.70 lakh,1.4L km,Diesel,Manual,3rd owner,Verified Owner,Parbatpura Ajmer Rajasthan
2022 Tata ALTROZ,XT DIESEL DARK EDITION,₹6.91 lakh,36.72k km,Diesel,Manual,1st owner,CARS24 Assured,"Maharishi Puram, Agra"
2017 Maruti Vitara Brezza,,₹4.35 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Changurabhata Raipur Chhattisgarh
2012 Hyundai i20,SPORTZ 1.4 CRDI,₹1.39 lakh,2.3L km,Diesel,Manual,2nd owner,Verified Owner,Baldi Baldhi Part
2013 Maruti Swift,VDI,₹3.70 lakh,1.3L km,Diesel,Manual,1st owner,Verified Owner,Altinho Panaji
2015 Mahindra XUV500,W10,₹8.75 lakh,97.25k km,Diesel,Manual,1st owner,Verified Dealer,"Untwadi, Nashik"
2014 Tata Zest,XT 90PS DIESEL,₹4.20 lakh,81.68k km,Diesel,Manual,1st owner,Verified Dealer,"Kamod Nagar, Nashik"
2018 Maruti Wagon R 1.0,VXI AMT,₹4.35 lakh,29.60k km,Petrol,Auto,1st owner,Verified Dealer,"Jejurkar Mala, Nashik"
2016 Honda Brio,S MT,₹2.57 lakh,1.0L km,Petrol,Manual,2nd owner,CARS24 Assured,"Karnavati Club, Ahmedabad"
2022 Tata TIGOR,XZ PLUS CNG,₹5.66 lakh,38.46k km,CNG,Manual,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2017 Tata Tiago,XZ PETROL,₹2.68 lakh,58.05k km,Petrol,Manual,3rd owner,Verified Owner,Ghaziabad Modinagar Uttar Pradesh
2015 Ford Figo Aspire,TREND 1.2 PETROL,₹2.25 lakh,64.91k km,Petrol,Manual,2nd owner,Verified Owner,Mormugao Vasco Da Gama Goa
2014 Mahindra XUV500,W4,₹3.67 lakh,59.92k km,Diesel,Manual,2nd owner,Verified Owner,Kathalkocha Ranchi Jharkhand
2011 Maruti Wagon R 1.0,LXI,₹1.60 lakh,47.46k km,Petrol,Manual,1st owner,Verified Owner,Bardez North Goa Goa
2016 Maruti Ertiga,ZDI + SHVS,₹8.85 lakh,86.05k km,Diesel,Manual,1st owner,Verified Dealer,"Nadur Naka, Nashik"
2014 Tata Zest,XT 90PS DIESEL,₹1.80 lakh,11.3L km,Diesel,Manual,2nd owner,Verified Owner,Jagdamba Nagar Muzaffarpur
2012 Mahindra XUV500,W8,₹1.83 lakh,1.1L km,Diesel,Manual,4th owner,Verified Owner,Aditya Puram Gwalior Madhya Pradesh
2011 Maruti Ritz,LXI,₹0.95 lakh,60.35k km,Petrol,Manual,2nd owner,Verified Owner,General Ganj Kanpur Uttar Pradesh
2016 Ford Figo Aspire,TREND 1.5 DIESEL,₹1.72 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Samola Alwar Rajasthan
2020 Maruti Baleno,DELTA PETROL 1.2,₹4.60 lakh,3.60k km,Petrol,Manual,1st owner,Verified Owner,Jhansi Jhansi Khas Uttar Pradesh
2012 Ford Figo,ZXI 1.2 PETROL,₹1.45 lakh,77.03k km,Petrol,Manual,2nd owner,Verified Owner,Sabnis Valley Aradi Socorro Goa
2010 Hyundai i10,MAGNA 1.1,₹0.70 lakh,1.5L km,Petrol,Manual,4th owner,Verified Owner,Maha Mandir Area Jodhpur
2021 Tata ALTROZ,XZ DIESEL,₹5.58 lakh,80.47k km,Diesel,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2012 Tata Nano,LX,₹0.54 lakh,26.68k km,Petrol,Manual,2nd owner,Verified Owner,Kanpur Cantonment Kanpur Uttar Pradesh
2014 Maruti Swift Dzire,VDI,₹2.99 lakh,2.2L km,Diesel,Manual,2nd owner,Verified Owner,Sector 18 Gurugram
2012 Chevrolet Beat,LS DIESEL,₹1.27 lakh,90.93k km,Diesel,Manual,2nd owner,Verified Owner,Wassepur Dhanbad
2023 Tata PUNCH,,₹6.06 lakh,15.48k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Party, Rajkot"
2017 Maruti IGNIS,ZETA 1.2,₹3.80 lakh,21.15k km,Petrol,Manual,1st owner,Verified Owner,P&t Colony Lalpur Ranchi
2015 Datsun Go Plus,T,₹1.40 lakh,83.10k km,Petrol,Manual,3rd owner,Verified Owner,Rajokri New Delhi
2017 Maruti Alto 800,LXI,₹2.60 lakh,45.84k km,Petrol,Manual,2nd owner,Verified Owner,Peroor Ettumanoor Kerala
2019 Maruti Alto 800,LXI,₹2.96 lakh,70.17k km,Petrol,Manual,1st owner,Verified Dealer,"Kushalpur Chowk, Raipur"
2015 Maruti Swift,VDI ABS,₹3.10 lakh,1.2L km,Diesel,Manual,4th owner,Verified Owner,Lakshman Colony Thanesar
2011 Maruti Swift Dzire,VXI,₹2.80 lakh,1.0L km,Petrol,Manual,1st owner,Verified Owner,Curti Ponda Goa
2024 Maruti Ertiga,VXi (O),₹9.80 lakh,38.17k km,Petrol,Manual,1st owner,CARS24 Assured,"Naroda, Ahmedabad"
2016 Datsun Go Plus,T,₹1.96 lakh,62.25k km,Petrol,Manual,1st owner,Verified Owner,Vinay Nagar Gwalior Madhya Pradesh
2017 Maruti Dzire,VDI,₹5.80 lakh,58.10k km,Diesel,Manual,1st owner,Verified Owner,Sector 18 Gurugram
2018 Hyundai Creta,SX (O) 1.6 PETROL,₹9.10 lakh,62.83k km,Petrol,Manual,1st owner,Verified Dealer,"Surya Vihar, Pachpedi Naka, Raipur"
2021 Renault TRIBER,RXL MT,₹4.95 lakh,76.69k km,Petrol,Manual,1st owner,Verified Dealer,"Shastri Nagar Govind Nagar, Kanpur"
2023 Hyundai VENUE,S 1.2,₹6.90 lakh,12.47k km,Petrol,Manual,1st owner,Verified Owner,near Gour Nadi Jabalpur Madhya Pradesh
2013 Honda Brio,E MT,₹2.00 lakh,70.23k km,Petrol,Manual,1st owner,Verified Owner,Manoharpura Mathura Uttar Pradesh
2010 Hyundai Verna,,₹1.70 lakh,69.61k km,Petrol,Manual,1st owner,Verified Owner,Shymala Hills Bhopal
2022 Hyundai Creta,E 1.5 PETROL,₹9.05 lakh,23.53k km,Petrol,Manual,1st owner,CARS24 Assured,"Nishal Arcade, Pal Gam, Surat"
2016 Maruti Wagon R 1.0,LXI CNG,₹2.17 lakh,2.0L km,Petrol,Manual,1st owner,Verified Owner,JDA Colony Jabalpur
2014 Hyundai Elite i20,ASTA 1.2,₹4.14 lakh,55.14k km,Petrol,Manual,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2013 Honda Brio,S MT,₹1.49 lakh,1.2L km,Petrol,Manual,2nd owner,Verified Owner,HEC Colony Ranchi Jharkhand
2022 MG HECTOR,SHARP 2.0 DIESEL,₹8.75 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Shibpur Howrah
2019 Honda Amaze,1.2L I-VTEC S,₹4.35 lakh,87.63k km,Petrol,Manual,1st owner,CARS24 Assured,"Gaur City mall, Multilevel parking, Greater Noida"
2014 Tata Indigo ECS,LX TDI,₹1.18 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Mowa Raipur
2010 Hyundai i10,D LITE 1.1,₹1.42 lakh,88.27k km,Petrol,Manual,2nd owner,Verified Owner,Navi Bagh Bhopal Madhya Pradesh
2018 Maruti Baleno,ZETA PETROL 1.2,₹4.75 lakh,80.33k km,Petrol,Manual,2nd owner,Verified Dealer,"Guruchhaya Colony, Sai Nagar, Amravati"
2017 Renault Kwid,CLIMBER 1.0 AMT,₹2.43 lakh,82.71k km,Petrol,Auto,1st owner,CARS24 Assured,"Newtown, Kolkata"
2016 Maruti Ciaz,VDI+ SHVS,₹3.74 lakh,1.0L km,Diesel,Manual,2nd owner,Verified Owner,Randesan Gandhinagar Gujarat
2016 Maruti Swift,LXI (O),₹3.51 lakh,97.29k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2023 Toyota Glanza,G E-CNG,₹7.59 lakh,65.32k km,Petrol,Manual,1st owner,Verified Owner,Krishna Nagar Mathura Uttar Pradesh
2016 Mahindra Kuv100,K8 D 6 STR,₹4.36 lakh,22.94k km,Diesel,Manual,1st owner,Verified Owner,Sonari Jamshedpur
2012 Maruti Alto,LXI,₹1.79 lakh,89.74k km,Petrol,Manual,2nd owner,Verified Dealer,"Shashi Nagar, Guruchhaya Colony, Amravati"
2015 Datsun Go Plus,T,₹1.72 lakh,1.3L km,Petrol,Manual,2nd owner,Verified Owner,Main Bazar Gandhinagar Maharashtra
2023 Tata Tiago,XT CNG,₹5.60 lakh,39.52k km,CNG,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2020 Renault TRIBER,RXT,₹3.99 lakh,57.76k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2010 Hyundai i20,MAGNA 1.2,₹1.25 lakh,1.2L km,Petrol,Manual,4th owner,Verified Owner,Adhartal Jabalpur
2018 Renault Kwid,RXT 1.0,₹2.59 lakh,72.59k km,CNG,Manual,2nd owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2017 Maruti Celerio,VXI,₹2.86 lakh,85.78k km,Petrol,Manual,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2021 Renault Kwid,RXL,₹2.81 lakh,37.78k km,Petrol,Manual,1st owner,Verified Owner,Vikas Nagar Aligarh
2023 Renault Kwid,CLIMBER MT 1.0,₹4.90 lakh,2.83k km,Petrol,Manual,1st owner,Verified Dealer,"B -Block, Ranjit Avenue, Amritsar"
2015 Hyundai Elite i20,,₹3.52 lakh,52.70k km,Petrol,Manual,3rd owner,Verified Owner,Jole Doba Para Khardaha West Bengal
2013 Maruti Alto K10,LXI,₹1.35 lakh,88.10k km,Petrol,Manual,3rd owner,Verified Owner,Kalyanpur Kanpur
2022 Mahindra XUV300,W8 (O) 1.2 PETROL,₹8.79 lakh,27.71k km,Petrol,Manual,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2020 Hyundai GRAND I10 NIOS,,₹4.66 lakh,62.52k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2015 Maruti Alto 800,LXI,₹2.65 lakh,44.10k km,Petrol,Manual,1st owner,Verified Owner,Mangalmurti Colony Dhule Maharashtra
2016 Renault Kwid,RXT 0.8,₹2.41 lakh,23.13k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2014 Maruti Alto 800,LXI,₹1.77 lakh,72.52k km,Petrol,Manual,1st owner,CARS24 Assured,"Kompally, Hyderabad"
2016 Maruti Ertiga,ZDI SHVS,₹8.51 lakh,76.53k km,Diesel,Manual,1st owner,Verified Dealer,"Nadur Naka, Nashik"
2015 Hyundai Elite i20,ASTA 1.4 CRDI,₹3.77 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,R K Colony Bhilwara Rajasthan
2017 Maruti Swift,VXI,₹4.98 lakh,67.84k km,Petrol,Manual,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2015 Chevrolet Sail,1.2 LS,₹1.58 lakh,92.19k km,Petrol,Manual,2nd owner,Verified Owner,Dibrugarh East Dibrugarh Assam
2019 Nissan Kicks,XV PREMIUM DIESEL,₹8.25 lakh,42.66k km,Diesel,Manual,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2019 Tata NEXON,XT PLUS PETROL,₹7.50 lakh,43.81k km,Petrol,Manual,2nd owner,Verified Owner,Basant Vihar Bahadurgarh
2012 Chevrolet Beat,LT OPT PETROL,₹1.65 lakh,86.45k km,Petrol,Manual,1st owner,Verified Dealer,"Bahu Bazaar ,Dhumsatoli, Ranchi"
2019 Hyundai Elite i20,,₹5.50 lakh,58.92k km,Petrol,Manual,1st owner,Verified Owner,Alathara Junction Aakkulam Thiruvananthapuram
2017 Honda BR-V,1.5L I-VTEC VX,₹5.55 lakh,80.74k km,Petrol,Manual,1st owner,Verified Dealer,"Bahu Bazaar ,Dhumsatoli, Ranchi"
2017 Mahindra Scorpio,S10 2WD INTELLI-HYBRID,₹8.65 lakh,1.2L km,Diesel,Manual,1st owner,Verified Dealer,"Opp Kripa Dham Mandir, Industrial Estate, Kanpur"
2022 Renault Kwid,RXL,₹3.30 lakh,76.41k km,Petrol,Manual,1st owner,CARS24 Assured,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
2010 Maruti Swift Dzire,VXI,₹0.99 lakh,91.01k km,Petrol,Manual,4th owner,Verified Owner,Vishwalaxmi Nagar Mathura Uttar Pradesh
2018 Maruti S Cross,SIGMA 1.3,₹5.80 lakh,77.80k km,Diesel,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2018 Maruti Vitara Brezza,,₹6.00 lakh,24.14k km,Diesel,Manual,1st owner,Verified Owner,Sector 22 Chandigarh
2010 Mahindra Xylo,D2 BS-III,₹1.29 lakh,1.5L km,Diesel,Manual,4th owner,Verified Owner,Gorakhpur Jabalpur Madhya Pradesh
2012 Ford Classic,1.4 TITANIUM DIESEL,₹2.35 lakh,1.9L km,Diesel,Manual,1st owner,Verified Owner,Angol Belagavi
2022 Tata ALTROZ,XE PLUS PETROL,₹4.93 lakh,18.18k km,Petrol,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2016 Ford Ecosport,TREND 1.5L PETROL,₹3.46 lakh,78.61k km,Petrol,Manual,1st owner,Verified Owner,Doranda Ranchi Jharkhand
2015 Volkswagen Polo,,₹2.35 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Khalsa Nagar-B Patiala Punjab
2020 Hyundai GRAND I10 NIOS,,₹3.98 lakh,75.43k km,Petrol,Manual,1st owner,Verified Owner,Mahalgaon Gwalior Madhya Pradesh
2015 Hyundai i10,SPORTZ 1.1,₹2.80 lakh,23.06k km,Petrol,Manual,1st owner,Verified Owner,Sardarpura Jodhpur
2022 Maruti Dzire,VXI CNG,₹7.41 lakh,46.73k km,CNG,Manual,1st owner,CARS24 Assured,"Navalur, Chennai"
2016 Hyundai Creta,SX PLUS 1.6 PETROL,₹4.25 lakh,79.39k km,Petrol,Manual,1st owner,Verified Owner,Shibpur Howrah West Bengal
2014 Maruti Alto 800,VXI,₹2.23 lakh,80.52k km,Petrol,Manual,4th owner,Verified Owner,R K Colony Bhilwara Rajasthan
2017 Maruti Baleno,ZETA PETROL 1.2,₹3.95 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,Sector 18 Gandhinagar
2018 Honda Amaze,1.5L I-DTEC V CVT,₹4.95 lakh,59.91k km,Diesel,Auto,2nd owner,CARS24 Assured,"Atal Path, Patna"
2015 Maruti Swift Dzire,VXI,₹4.00 lakh,1.0L km,Petrol,Manual,2nd owner,Verified Owner,RV Nagar Vellore Tamil Nadu
2014 Maruti Ritz,VXI,₹3.66 lakh,1.9L km,Petrol,Manual,1st owner,Verified Owner,Kurtarkar Nagari Ponda
2014 Maruti Swift,VDI,₹2.50 lakh,2.1L km,Diesel,Manual,1st owner,Verified Owner,Vishwalaxmi Nagar Mathura Uttar Pradesh
2015 Maruti Swift Dzire,VXI,₹4.91 lakh,92.50k km,Petrol,Manual,2nd owner,Verified Dealer,"Shashi Nagar, Guruchhaya Colony, Amravati"
2010 Maruti Ritz,VXI,₹1.19 lakh,60.66k km,Petrol,Manual,3rd owner,Verified Owner,Sadar Jabalpur Madhya Pradesh
2021 Maruti Vitara Brezza,,₹6.90 lakh,20.98k km,Petrol,Manual,1st owner,Verified Owner,Gosaintola Ranchi Jharkhand
2021 Maruti Baleno,ZETA PETROL 1.2,₹5.09 lakh,77.86k km,Petrol,Manual,1st owner,CARS24 Assured,"M3M Urbana, Golf Course Ext., Gurugram"
2014 Tata Bolt,XT QUADRAJET,₹1.60 lakh,1.8L km,Diesel,Manual,2nd owner,Verified Owner,Sasni Gate Aligarh
2014 Maruti Swift Dzire,ZDI,₹4.33 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Bhaba Nagar Ranchi
2021 Maruti Swift,LXI,₹4.75 lakh,63.52k km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishali, Ghaziabad"
2014 Maruti Alto 800,LXI,₹1.50 lakh,96.59k km,Petrol,Manual,2nd owner,Verified Owner,Delatoli Ranchi
2018 Maruti Alto K10,LXI,₹2.86 lakh,34.44k km,Petrol,Manual,1st owner,CARS24 Assured,"Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Alto 800,VXI,₹1.60 lakh,87.61k km,Petrol,Manual,1st owner,Verified Owner,Yashoda Nagar Kanpur
2014 Hyundai i20,SPORTZ 1.4 CRDI,₹2.19 lakh,90.42k km,Diesel,Manual,3rd owner,Verified Owner,Green City Jamnagar Gujarat
2023 Maruti Baleno,SIGMA PETROL 1.2,₹5.65 lakh,12.35k km,Petrol,Manual,1st owner,Verified Owner,Shalimar Howrah
2013 Maruti Swift Dzire,VXI,₹3.80 lakh,58.03k km,Petrol,Manual,1st owner,Verified Dealer,"Shashi Nagar, Guruchhaya Colony, Amravati"
2016 Maruti Omni,5 STR,₹1.65 lakh,99.79k km,Petrol,Manual,1st owner,Verified Owner,Pratapgarh Agartala Tripura
2010 Hyundai Accent,,₹0.35 lakh,33.39k km,Petrol,Manual,4th owner,Verified Owner,Babanpur Ichhapur Defence Estate
2015 Honda City,1.5L I-VTEC V MT,₹4.90 lakh,68.13k km,Petrol,Manual,1st owner,Verified Dealer,"Surya Vihar, Pachpedi Naka, Raipur"
2015 Hyundai Elite i20,,₹4.80 lakh,70.37k km,Petrol,Manual,1st owner,Verified Dealer,"Batala Road Pillar no 109, Amritsar"
2011 Maruti Swift,VDI,₹1.73 lakh,86.54k km,Diesel,Manual,4th owner,Verified Owner,Varun vihar taun ship M7MH+WC Kolhapur Maharashtra
2023 Maruti Alto K10,VXI PLUS,₹3.70 lakh,82.24k km,Petrol,Manual,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2015 Honda Amaze,1.5L I-DTEC S,₹2.20 lakh,1.6L km,Diesel,Manual,1st owner,Verified Owner,New Mandi Hapur UP
2022 Honda City,1.5L I-VTEC ZX CVT,₹10.62 lakh,25.27k km,Petrol,Auto,1st owner,CARS24 Assured,Rajouri Garden
2014 Toyota Etios,G,₹2.66 lakh,1.4L km,Petrol,Manual,1st owner,Verified Owner,Line Par Moradabad Uttar Pradesh
2016 Renault Pulse,RXL PETROL,₹1.31 lakh,97.05k km,Petrol,Manual,5th owner,Verified Owner,Changurabhata Raipur Chhattisgarh
2017 Maruti Swift,LXI (O),₹3.53 lakh,87.82k km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishali, Ghaziabad"
2015 Mitsubishi Pajero Sport,,₹5.47 lakh,8.3L km,Diesel,Auto,1st owner,Verified Owner,4PR7+QJH Yupia Rd Nyorch
2018 Maruti Baleno,DELTA PETROL 1.2,₹4.35 lakh,36.21k km,Petrol,Manual,1st owner,Verified Owner,Arera Colony Bhopal Madhya Pradesh
2014 Maruti Alto 800,LXI,₹1.99 lakh,48.01k km,Petrol,Manual,2nd owner,Verified Owner,Bally Howrah West Bengal
2020 Maruti Alto,VXI,₹4.04 lakh,44.42k km,Petrol,Manual,2nd owner,Verified Owner,Batawadi Tumakuru Karnataka
2010 Maruti Zen Estilo,VXI,₹1.10 lakh,96.11k km,Petrol,Manual,2nd owner,Verified Owner,Kolkata Khardaha West Bengal
2019 Maruti Swift,VDI,₹5.05 lakh,90.50k km,Diesel,Manual,1st owner,Verified Owner,Bannadevi Aligarh Uttar Pradesh
2022 Tata Tiago,XM CNG,₹4.80 lakh,29.14k km,CNG,Manual,1st owner,CARS24 Assured,"Nishal Arcade, Pal Gam, Surat"
2019 Maruti Swift,VXI,₹5.35 lakh,85.01k km,Petrol,Manual,1st owner,Verified Owner,Huda Kaithal
2010 Chevrolet Beat,PS PETROL,₹1.13 lakh,70.40k km,Petrol,Manual,3rd owner,Verified Owner,Hari Ganga Nagar Bhopal Madhya Pradesh
2020 KIA SELTOS,HTK PLUS 1.5,₹9.66 lakh,31.32k km,Petrol,Manual,1st owner,CARS24 Assured,"Singanallur, Coimbatore"
2016 Hyundai Grand i10,,₹2.50 lakh,89.42k km,Petrol,Manual,3rd owner,Verified Owner,Sector 18 Gurugram
2011 Maruti Alto,LXI,₹0.95 lakh,78.11k km,Petrol,Manual,6th owner,Verified Owner,Karnal Salaroo
2017 Maruti Wagon R 1.0,VXI,₹3.70 lakh,92.24k km,Petrol,Manual,2nd owner,Verified Owner,Sainath Nagar Solapur Maharashtra
2020 Renault TRIBER,RXL MT,₹3.00 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Sector 18 Gurugram
2016 Tata Tiago,XZ PETROL,₹4.22 lakh,62.96k km,Petrol,Manual,1st owner,Verified Dealer,"Gas Quarters, Karond, Bhopal"
2016 Maruti Wagon R 1.0,VXI,₹2.90 lakh,80.77k km,Petrol,Manual,2nd owner,Verified Dealer,"Gumtala Sub Urban, D - Block, Ranjit Avenue,, Amritsar"
2012 Volkswagen Polo,,₹1.18 lakh,98.83k km,Diesel,Manual,2nd owner,Verified Owner,Mahaveer Nagar Kota Rajasthan
2019 Tata NEXON,XZA PLUS DIESEL,₹7.85 lakh,42.86k km,Diesel,Auto,1st owner,Verified Dealer,"Untwadi, Nashik"
2011 Maruti Wagon R 1.0,LXI,₹2.30 lakh,50.94k km,Petrol,Manual,1st owner,Verified Dealer,"Lekha Nagar, Nashik"
2019 Mahindra XUV500,W9,₹11.75 lakh,73.82k km,Diesel,Manual,1st owner,Verified Dealer,"Untwadi, Nashik"
2019 Hyundai Creta,E PLUS 1.6 PETROL,₹6.54 lakh,67.31k km,Petrol,Manual,2nd owner,CARS24 Assured,"Himalaya Mall, Ahmedabad"
2016 Maruti Baleno,ZETA PETROL 1.2,₹4.15 lakh,63.69k km,Petrol,Manual,1st owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,₹2.64 lakh,1.1L km,Diesel,Manual,3rd owner,Verified Owner,Lalupura Arainpura
2011 Hyundai Santro Xing,,₹0.98 lakh,91.67k km,Petrol,Manual,1st owner,Verified Owner,Buddhi Vihar Phase 2 Moradabad Uttar Pradesh
2016 Maruti Swift Dzire,ZDI,₹5.52 lakh,74.81k km,Diesel,Manual,1st owner,CARS24 Assured,"Bellahalli, Bengaluru"
2015 Maruti Wagon R 1.0,VXI,₹2.40 lakh,1.3L km,Petrol,Manual,1st owner,Verified Owner,Patel Colony Jamnagar Gujarat
2020 Tata Tiago,XZ PETROL,₹5.14 lakh,45.25k km,Petrol,Manual,1st owner,Verified Owner,Police Line Jamnagar Gujarat
2016 Mahindra Kuv100,K8 D 6 STR,₹3.06 lakh,75.27k km,Diesel,Manual,2nd owner,Verified Owner,Mission Compound Jhansi
2011 Hyundai Verna,FLUIDIC 1.6 CRDI EX,₹1.90 lakh,1.2L km,Diesel,Manual,3rd owner,Verified Owner,Sector 18 Gurugram
2016 Mahindra Kuv100,K2 6 STR,₹2.55 lakh,8.76k km,Petrol,Manual,2nd owner,Verified Owner,S.S Nagar Aligarh Uttar Pradesh
2015 Maruti Swift Dzire,LXI,₹2.67 lakh,72.05k km,Petrol,Manual,2nd owner,Verified Owner,Jatkhedi Bhopal Madhya Pradesh
2015 Tata Nano,EMAX XM CNG,₹1.30 lakh,73.84k km,Petrol,Manual,2nd owner,Verified Owner,Konark Nagar Nashik Maharashtra
2015 Honda City,1.5L I-VTEC SV,₹3.26 lakh,61.57k km,Petrol,Manual,1st owner,CARS24 Assured,"Newtown, Kolkata"
2021 Hyundai NEW SANTRO,,₹4.86 lakh,26.58k km,Petrol,Manual,2nd owner,CARS24 Assured,"Hosur Road, Chikku Lakshmaiah Layout, Koramangala, Bangalore"
2015 Datsun Go Plus,T,₹2.00 lakh,47.77k km,Petrol,Manual,1st owner,Verified Owner,Pundag Ranchi Jharkhand
2011 Honda City,1.5L I-VTEC S MT,₹1.43 lakh,81.98k km,Petrol,Manual,2nd owner,Verified Owner,Satelight Bareilly Uttar Pradesh
2016 Maruti Alto K10,VXI AMT,₹2.11 lakh,58.04k km,Petrol,Auto,1st owner,Verified Owner,Bharuch Taluka Bharuch Gujarat
2011 Volkswagen Polo,,₹1.60 lakh,1.7L km,Diesel,Manual,2nd owner,Verified Owner,Chandshi Nashik Maharashtra
2015 Maruti Swift,VDI,₹4.12 lakh,1.6L km,Diesel,Manual,2nd owner,Verified Owner,Rajahmundry (Urban) East Godavari Andhra Pradesh
2016 Renault Kwid,RXT 0.8,₹2.79 lakh,62.49k km,Petrol,Manual,3rd owner,Verified Owner,Nariman Nagar Jalna
